article_id_number,no_of_experiments,subfield,type_of_article,type_of_article_other,participants,participants_other,age,brain_beh,topic,topic_other,data_badge,data_statement_present,data_statement_indicates,data_quote,data_page_no,data_accessible,data_accessible_other,dataset_URL,type_of_data_repo,type_of_data_repo_other,which_data_repo,which_data_repo_other,dataset_URL_working,data_locatable,data_downloadable,data_correspond,data_complete,software,type_of_software,type_of_software_other,data_codebook,data_scripts,data_other_info,materials_badge,materials_statement_present,materials_statement_indicates,materials_quote,materials_page_no,materials_accessible,materials_accessible_other,materials_URL,type_of_materials_repo,type_of_materials_repo_other,which_materials_repo,which_materials_repo_other,materials_URL_working,materials_locatable,materials_downloadable,materials_correspond,materials_complete,materials_explanation,materials_other_info,supplemental_info,URL_supplemental_info,open_data_score,open_materials_score
2020-31-9-1059,2,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,Yes,Unavailable,Data for these studies are available on request to the corresponding author.,1068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,Yes,Available,Materials have been made publicly available via OSF and can be accessed at https://osf.io/ cjqs6/.,1068,Public set of materials generated by authors,NA,https://osf.io/cjqs6/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",Yes,NA,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797620929984,1,19
2020-31-9-1071,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,All data have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/d6j4u/.,1081,Public dataset generated by the authors,NA,https://osf.io/d6j4u/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Unclear,Unclear whether or not all the data are available,Yes,Matlab,NA,Yes,No,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,16,0
2020-31-9-1107,2,Perception,NA,NA,Humans,NA,All other ages,Behaviour,Sensation,NA,Yes,Yes,Available,"Anonymized data, materials, and analysis scripts for the experiments are available via OSF at https://osf.io/3z6kw/",1115,Public dataset generated by the authors,NA,https://osf.io/3z6kw/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,R,NA,No,Yes,NA,Yes,Yes,Available,"Anonymized data, materials, and analysis scripts for the experiments are available via OSF at https://osf.io/3z6kw/",1115,Public set of materials generated by authors,NA,https://osf.io/3z6kw/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,NA,No,NA,20,14
2020-31-9-1183,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,All data and materials have been made publicly available via Zenodo and can be accessed at https://doi.org/10.5281/ zenodo.3763401.,1190,Public dataset generated by the authors,NA,https://doi.org/10.5281/ zenodo.3763401.,Independent archive/repository,NA,Other (please specify):,Zenodo,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,No,No,NA,No,Yes,Available,All data and materials have been made publicly available via Zenodo and can be accessed at https://doi.org/10.5281/ zenodo.3763401.,1190,Public set of materials generated by authors,NA,https://doi.org/10.5281/ zenodo.3763401.,Independent archive/repository,NA,Other (please specify):,Zenodo,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,NA,"Yes, but it is not freely accessible",http:// journals.sagepub.com/doi/suppl/10.1177/0956797620948828,14,14
2020-31-9-1150,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,Yes,Yes,Available,All data and materials have been made publicly available via OSF and can be accessed at https://osf.io/hw3gy,1158,Public dataset generated by the authors,NA,https://osf.io/hw3gy,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,No,No,Supplemental Analysis doc,Yes,Yes,Available,All data and materials have been made publicly available via OSF and can be accessed at https://osf.io/hw3gy,1158,Public set of materials generated by authors,NA,https://osf.io/hw3gy,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,screenshots of the program/stimuli,No,NA,14,14
2020-31-9-1161,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,Yes,Yes,Available,All data and stimuli for this study have been made publicly available via OSF and can be accessed at https://osf.io/ 6a9je/,1172,Public dataset generated by the authors,NA,https://osf.io/6a9je/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,R,NA,Yes,No,NA,Yes,Yes,Available,All data and stimuli for this study have been made publicly available via OSF and can be accessed at https://osf.io/ 6a9je/,1172,Public set of materials generated by authors,NA,https://osf.io/6a9je/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,NA,"Yes, but it is not freely accessible",http:// journals.sagepub.com/doi/suppl/10.1177/0956797620933237,20,14
2020-31-10-1272,3,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,The raw data and analysis code from our three studies have been made publicly available via OSF and can be accessed at https://osf.io/847df/,1281,Public dataset generated by the authors,NA,https://osf.io/847df/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,Yes,Yes,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http:// journals.sagepub.com/doi/suppl/10.1177/0956797620941840,24,0
2020-31-10-1315,2,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,Yes,Yes,Available,All data have been made publicly available via the Open Science Framework and can be accessed at https://osf .io/2sv5r.,1323,Public dataset generated by the authors,NA,https://osf.io/2sv5r.,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,19,0
2020-31-10-1294,5 or more,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,All data and materials have been made publicly available via OSF and can be accessed at https://osf.io/84yhe/,1301,Public dataset generated by the authors,NA,https://osf.io/84yhe/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,Yes,No,NA,Yes,Yes,Available,All data and materials have been made publicly available via OSF and can be accessed at https://osf.io/84yhe/,1301,Public set of materials generated by authors,NA,https://osf.io/84yhe/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,NA,No,NA,19,14
2020-31-10-1211,3,Health Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Fitness, weight, consumption, hormone levels, chemical uptake, sleeping patterns",NA,Yes,Yes,Available,"All data, analysis scripts, and materials have been made publicly available via OSF and can be accessed at https://osf.io/4agk8/",1219,Public dataset generated by the authors,NA,https://osf.io/4agk8/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,R,NA,Yes,Yes,NA,Yes,Yes,Available,"All data, analysis scripts, and materials have been made publicly available via OSF and can be accessed at https:// osf.io/4agk8/",1219,Public set of materials generated by authors,NA,https://osf.io/4agk8/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,NA,"Yes, but it is not freely accessible",http:// journals.sagepub.com/doi/suppl/10.1177/0956797620960011,25,14
2020-31-10-1325,2,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,All data and stimuli for Experiments 1 and 2 have been made publicly available via OSF and can be accessed at https://osf.io/89zmj/.,1337,Public dataset generated by the authors,NA,https://osf.io/89zmj/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,R,NA,Yes,Yes,NA,Yes,Yes,Available,All data and stimuli for Experiments 1 and 2 have been made publicly available via OSF and can be accessed at https://osf.io/89zmj/.,1337,Public set of materials generated by authors,NA,https://osf.io/89zmj/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,NA,"Yes, but it is not freely accessible",http:// journals.sagepub.com/doi/suppl/10.1177/0956797620952797,25,14
2020-31-10-1302,5 or more,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,"All data, analysis code, and materials have been made publicly available via OSF and can be accessed at https://osf.io/erjq9/.",1314,Public dataset generated by the authors,NA,https://osf.io/erjq9/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,No,Yes,NA,Yes,Yes,Available,"All data, analysis code, and materials have been made publicly available via OSF and can be accessed at https://osf.io/erjq9/.",1314,Public set of materials generated by authors,NA,https://osf.io/erjq9/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,NA,"Yes, and it is freely accessible",https://osf.io/erjq9/,19,14
2020-31-10-1283,1,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,Yes,Yes,Available,"The University of Mannheim Research Data Repository (MADATA) provides deidentified data and data-analysis scripts (https://madata.bib.uni-mannheim.de/330/) as well as study materials (http://madata.bib.uni-mannheim.de/331/), all of which are publicly available",1291,Public dataset generated by the authors,NA,https://madata.bib.uni-mannheim.de/330/,Independent archive/repository,NA,Other (please specify):,The University of Mannheim Research Data Repository (MADATA),Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,No,Yes,NA,Yes,Yes,Available,"The University of Mannheim Research Data Repository (MADATA) provides deidentified data and data-analysis scripts (https://madata.bib.uni-mannheim.de/330/) as well as study materials (http://madata.bib.uni-mannheim.de/331/), all of which are publicly available",1291,Public set of materials generated by authors,NA,http://madata.bib.uni-mannheim.de/331/,Independent archive/repository,NA,Other (please specify):,The University of Mannheim Research Data Repository (MADATA),Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,NA,"Yes, but it is not freely accessible",http:// journals.sagepub.com/doi/suppl/10.1177/0956797620951115,19,14
2020-31-10-1245,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,Other (please specify):,"perception, emotion and cultural psyc",Yes,Yes,Available,"All data and materials have been made publicly available and can be accessed at https://forsbase.unil.ch/datasets/dataset-public-detail/15126/2060/ and https://forsbase.unil.ch/project/study-public-overview/15126/1474/, respectively.",1258,Public dataset generated by the authors,NA,https://forsbase.unil.ch/datasets/dataset-public-detail/15126/2060/,Independent archive/repository,NA,Other (please specify):,FORSbase,Yes,Requires permission,NA,NA,NA,Yes,Other (please specify):,SPSS and R,NA,NA,NA,Yes,Yes,Available,"All data and materials have been made publicly available and can be accessed at https://forsbase.unil.ch/datasets/dataset-public-detail/15126/2060/ and https://forsbase.unil.ch/project/study-public-overview/15126/1474/, respectively.",1258,Public set of materials generated by authors,NA,https://forsbase.unil.ch/project/study-public-overview/15126/1474/,Independent archive/repository,NA,Other (please specify):,FORSbase,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,NA,"Yes, but it is not freely accessible",http:// journals.sagepub.com/doi/suppl/10.1177/0956797620948810,8,14
2020-31-10-1222,3,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,Other (please specify):,cognition and health,Yes,Yes,Available,"Data for Studies 1 through 3, modeling code for Study 1, materials for Studies 2 and 3, and information about Studies S1 and S2 have been made publicly available via OSF and can be accessed at https://doi.org/10.17605/OSF.IO/ A6Y7R",1234,Public dataset generated by the authors,NA,https://doi.org/10.17605/OSF.IO/A6Y7R,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,R,NA,No,Yes,NA,Yes,Yes,Available,"Data for Studies 1 through 3, modeling code for Study 1, materials for Studies 2 and 3, and information about Studies S1 and S2 have been made publicly available via OSF and can be accessed at https://doi.org/10.17605/OSF.IO/ A6Y7R",1234,Public set of materials generated by authors,NA,https://doi.org/10.17605/OSF.IO/A6Y7R,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,NA,"Yes, but it is not freely accessible",http:// journals.sagepub.com/doi/suppl/10.1177/0956797620959594,20,14
2020-31-4-460,2,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,"All materials, data, and analysis scripts have been made publicly available via the Open Science Framework",466,Public dataset generated by the authors,NA,PDR 1: https://osf.io/fnh9u/; PDR 2: https://osf.io/xwzpc/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,Yes,Yes,No,Yes,Yes,Available,"All materials, data, and analysis scripts have been made publicly available via the Open Science Framework",466,Public set of materials generated by authors,NA,PDR 1: https://osf.io/fnh9u/; PDR 2: https://osf.io/xwzpc/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",Yes,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797620903716,24,19
2019-30-10-1424,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework,1432,Public dataset generated by the authors,NA,https://osf.io/mgbck/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,Other (please specify):,Matlab and JASP,Yes,No,No,Yes,Yes,Available,All data and materials have been made publicly available,1432,Public set of materials generated by authors,NA,https://osf.io/mgbck/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, but only some of the materials are available",No,No,"Yes, and it is freely accessible",https://journals-sagepub-com.wwwproxy1.library.unsw.edu.au/doi/suppl/10.1177/0956797619864598,20,13
2019-30-7-989,2,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,The data and the details of the Bayesian analysis are available at https://osf.io/fdhru/.,999,Public dataset generated by the authors,NA,https://osf.io/fdhru/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,Other (please specify):,Matlab and JASP,No,No,No,Yes,Yes,Available,The modified images from the ImageNet database training set are available on the Open Science Framework,999,Public set of materials generated by authors,NA,https://osf.io/t7ej9/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797619842251,15,14
2020-31-2-214,3,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework,221,Public dataset generated by the authors,NA,https://osf.io/exz4p/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,Other (please specify):,JASP and R,No,Yes,No,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework,221,Public set of materials generated by authors,NA,https://osf.io/exz4p/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, but only some of the materials are available",No,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797619896273,20,13
2020-31-3-243,1,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,Yes,Yes,Available,All materials and the data and scripts needed to reproduce the analyses are available,245,Public dataset generated by the authors,NA,https://osf.io/cbxjh,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,R,NA,Yes,Yes,No,Yes,Yes,Available,All materials and the data and scripts needed to reproduce the analyses are available,245,Public set of materials generated by authors,NA,https://osf.io/cbxjh,Independent archive/repository,NA,OSF,NA,Yes,No,NA,NA,NA,NA,NA,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797619893078,25,6
2020-31-9-1084,5 or more,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,"Codes to run the stimuli, data sets, and the scripts to analyze the data for all of the experiments have been made publicly available via OSF",1095,Public dataset generated by the authors,NA,https://osf.io/9mnt5/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,Yes,Yes,No,Yes,Yes,Available,"Codes to run the stimuli, data sets, and the scripts to analyze the data for all of the experiments have been made publicly available via OSF",1095,Public set of materials generated by authors,NA,https://osf.io/z63a7/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",Yes,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797620925039,24,19
2019-30-11-1561,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,Yes,Yes,Available,"All data, analysis codes, and code needed to reproduce the experiment have been made publicly available",1571,Public dataset generated by the authors,NA,https://osf.io/3qskj/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,No,Yes,No,Yes,Yes,Available,"All data, analysis codes, and code needed to reproduce the experiment have been made publicly available",1571,Public set of materials generated by authors,NA,https://osf.io/3qskj/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, but only some of the materials are available",Yes,No,"Yes, and it is freely accessible",https://journals-sagepub-com.wwwproxy1.library.unsw.edu.au/doi/suppl/10.1177/0956797619863663,19,18
2019-30-7-1001,2,Cognition,NA,NA,Humans,NA,All other ages,Both,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,"Deidentified data for both experiments, a codebook, data-analysis scripts, and audio recordings of the imagery scripts have been made publicly available via Zenodo",1014,Public dataset generated by the authors,NA,https://zenodo.org/record/2591594#.YPZ8PJMzYqw,Independent archive/repository,NA,Other (please specify):,Zenodo,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,Matlab,NA,No,Yes,No,Yes,Yes,Available,"Deidentified data for both experiments, a codebook, data-analysis scripts, and audio recordings of the imagery scripts have been made publicly available via Zenodo",1014,Public set of materials generated by authors,NA,https://zenodo.org/record/2591594#.YPZ8PJMzYqw,Independent archive/repository,NA,Other (please specify):,Zenodo,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",Yes,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797619842261,20,19
2019-30-7-1016,1,Health Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Fitness, weight, consumption, hormone levels, chemical uptake, sleeping patterns",NA,No,Yes,Available,All data are publicly available and can be accessed at http://www.icpsr.umich.edu.wwwproxy1.library.unsw.edu.au/icpsrweb/ICPSR/studies/29282 and http://www.icpsr.umich.edu.wwwproxy1.library.unsw.edu.au/icpsrweb/ICPSR/studies/04652.,1028,Public dataset generated by others,NA,http://www.icpsr.umich.edu.wwwproxy1.library.unsw.edu.au/icpsrweb/ICPSR/studies/29282 and http://www.icpsr.umich.edu.wwwproxy1.library.unsw.edu.au/icpsrweb/ICPSR/studies/04652.,Independent archive/repository,NA,ICPSR,NA,Yes,Yes,No,Unclear,NA,Yes,R,NA,Yes,Yes,No,Yes,Yes,Available,Data-analysis code is available at https://zenodo.org/record/3237927#.XPaW BBZKgWo.,1028,Public set of materials generated by authors,NA,https://github.com/sashasomms/coherence_behavioral,Independent archive/repository,NA,Other (please specify):,GitHub,Yes,Yes,Yes,Yes,"Yes, but only some of the materials are available",Yes,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797619849555,19,18
2019-30-9-1362,2,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,"The raw data, materials, and experimental and analytic scripts are available at https://osf.io/wkjp6/",1364,Public dataset generated by the authors,NA,https://osf.io/wkjp6/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,Yes,Yes,No,Yes,Yes,Available,"The raw data, materials, and experimental and analytic scripts are available at https://osf.io/wkjp6/",1364,Public set of materials generated by authors,NA,https://osf.io/wkjp6/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,No,"Yes, and it is freely accessible",https://journals-sagepub-com.wwwproxy1.library.unsw.edu.au/doi/suppl/10.1177/0956797619865183,24,14
2019-30-9-1403,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,Deidentified data from this experiment and all materials for the experiment (including code used for procedural generation of the stimuli) have been made publicly available via the Open Science Framework,1408,Public dataset generated by the authors,NA,https://osf .io/6s8tc,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,Yes,Yes,No,Yes,Yes,Available,Deidentified data from this experiment and all materials for the experiment (including code used for procedural generation of the stimuli) have been made publicly available via the Open Science Framework,1408,Public set of materials generated by authors,NA,https://osf.io/r6g48/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",Yes,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797619841264,24,19
2020-31-10-1236,1,Health Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Fitness, weight, consumption, hormone levels, chemical uptake, sleeping patterns",NA,Yes,Yes,Available,All data and analysis code have been made publicly available via OSF,1243,Public dataset generated by the authors,NA,https://osf.io/mbx96/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,No,Yes,No,Yes,Yes,Available,All data and analysis code have been made publicly available via OSF,1243,Public set of materials generated by authors,NA,https://osf.io/mbx96/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797620958118,19,14
2020-31-10-1340,2,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,All data and materials have been made publicly available via OSF,1344,Public dataset generated by the authors,NA,https://osf.io/e8xnz/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,No,Yes,No,Yes,Yes,Available,All data and materials have been made publicly available via OSF,1344,Public set of materials generated by authors,NA,https://osf.io/yd8t7/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797620939532,19,14
2020-31-3-306,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,All data for this study have been made publicly available on the Open Science Framework,314,Public dataset generated by the authors,NA,https://osf.io/t3ek6/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,R,NA,Yes,Yes,No,Yes,Yes,Available,"The analytical approach, code, and out-of-sample validations are detailed in the R markdown document",314,Public set of materials generated by authors,NA,https://osf.io/gmaz5/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, but only some of the materials are available",Yes,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797619901267,25,18
2020-31-3-338,1,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
2020-31-5-488,1,Perception,NA,NA,Humans,NA,All other ages,Behaviour,Sensation,NA,Yes,Yes,Available,All data and analysis scripts have been made publicly available via the Open Science Framework,502,Public dataset generated by the authors,NA,https://osf.io/bc3wn/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,R,NA,No,Yes,No,Yes,Yes,Available,All data and analysis scripts have been made publicly available via the Open Science Framework,502,Public set of materials generated by authors,NA,https://osf.io/bc3wn/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",Yes,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797619900336,20,19
2020-31-6-741,2,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,Yes,Yes,Available,All data and R code have been made publicly available via the Open Science Framework,746,Public dataset generated by the authors,NA,https://osf.io/z2bsa/files/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,R,NA,Yes,Yes,No,No,Yes,Available,All data and R code have been made publicly available via the Open Science Framework,746,Public set of materials generated by authors,NA,https://osf.io/z2bsa/files/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",Yes,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797619866627,25,19
2020-31-6-748,2,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,Yes,Yes,Available,All data and R code have been made publicly available via the Open Science Framework,753,Public dataset generated by the authors,NA,https://osf.io/23ekf/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,R,NA,No,Yes,No,Yes,Yes,Available,All data and R code have been made publicly available via the Open Science Framework,753,Public set of materials generated by authors,NA,https://osf.io/23ekf/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797620924765,20,14
2020-31-7-890,3,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework,896,Public dataset generated by the authors,NA,https://osf.io/kefqp/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,NA,Yes,Yes,No,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework,896,Public set of materials generated by authors,NA,https://osf.io/b7ngf/,Independent archive/repository,NA,OSF,NA,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,No,"Yes, and it is freely accessible",https://journals.sagepub.com/doi/suppl/10.1177/0956797619885607,24,14
