article_id_number,no_of_experiments,subfield,type_of_article,type_of_article_other,participants,participants_other,age,brain_beh,topic,topic_other,software,type_of_software,type_of_software_other,did_the_article_receive_a_badge_for_open_data,does_the_article_state_whether_or_not_the_data_are_available,data_statement_indicates_that_data_are,quote_of_statement_if_provided,page_number_of_statement_if_provided,how_are_data_accessible,url_to_dataset,data_url_links_to,if_data_url_links_to_an_independent_archive_repository_which_repository,does_the_data_url_go_to_a_working_page,are_the_data_located_at_the_working_page,can_the_data_be_downloaded,does_the_data_correspond_to_what_is_reported_in_the_article,are_the_data_complete,is_a_codebook_included_with_the_data_or_other_means_of_understanding_the_variables,are_analysis_scripts_included_with_the_data,are_the_data_understandable_and_usable_after_brief_review,is_anything_else_included_with_the_data,did_the_article_receive_a_badge_for_open_materials,does_the_article_state_whether_or_not_any_research_materials_are_available,statement_indicates_that_materials_are,quote_of_statement_if_provided_1,page_number_of_statement_if_provided_1,how_are_materials_accessible_please_only_fill_out_this_question_and_the_questions_below_if_the_articles_statement_indicates_that_the_materials_are_available,url_to_materials,materials_url_links_to,if_materials_url_links_to_an_independent_archive_repository_which_repository,does_the_materials_url_go_to_a_working_page,are_the_materials_located_at_the_working_page,can_the_materials_be_downloaded,do_the_materials_correspond_to_what_is_reported_in_the_article,are_the_materials_complete,are_analysis_scripts_included_with_the_materials,are_the_materials_understandable_and_usable_after_brief_review,is_anything_else_included_with_the_materials,does_the_article_state_whether_there_is_supplemental_information_available,url_to_supplemental_information,open_data_score,open_materials_score
5-11-2014,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
5-12-2014,1,Cognition,NA,NA,Humans,NA,All other ages,Both,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,Yes,Other (please specify):,SPSS 19,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,1,0
5-2-2014,1,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Available,"(for details on stimulus characteristics, including databases usedfor stimulus selection, see Stimuli in the Method section of theSupplemental Material available online)(see Condition Counterbalancing in the Method section of the Supplemental Material)(detailed in Skin-Conductance Recordings and Processing in theMethod section of the Supplemental Material)",352; 352; 352,PS Supplemental Materials,http://pss.sagepub.com/content/by/supplemental-data,PS Supplemental Materials,PS Sagepub Supplemental Materials,Yes,Requires permission,Requires permission,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,8
5-2-2015,1,Health Psychology,NA,NA,Other (please specify):,Tweets from Twitter across the US,All other ages,Behaviour,Other (please specify):,"Social Behaviour, hormone levels, language",No,NA,NA,Yes,Yes,Available,"""All data and materials have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/rt6w2/. """,167,Public dataset generated by the authors,https://osf.io/rt6w2/,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,No,No,"Factor loading tables.Various .z03 files that I can not open.",Yes,Yes,Available,"""All data and materials have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/rt6w2/. """,167,Public set of materials generated by the authors,https://osf.io/rt6w2/,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,No,Various .z03 files that I can not open.,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,14,14
5-3-2014,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
5-3-2015,3,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
5-4-2014,2,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
5-4-2015,5 or more,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,Yes,Yes,Available,All data and materials have been made publicly available via Open Science Framework and can be accessed at https://osf.io/vyibm/files/.,411,Public dataset generated by the authors,https://osf.io/vyibm/files/,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,No,Yes,NA,Yes,Yes,Available,All data and materials have been made publicly available via Open Science Framework and can be accessed at https://osf.io/vyibm/files/.,411,Public set of materials generated by the authors,https://osf.io/vyibm/files/,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,Yes,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,14,14
5-5-2014,2,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,Yes,Available,Data concerning the accuracy results reported in Experiments 1 and 2 can be found at the following URLs: http://www.leannetenbrinke.com/publications.html and http://faculty.haas.berkeley.edu/dana_carney/vita.html.,1104,Public dataset generated by the authors,"http://www.leannetenbrinke.com/publications.html, http://faculty.haas.berkeley.edu/dana_carney/vita.html",Personal site,NA,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,NA,Yes,NA,No,Yes,Available,"The videos used and the data that describe the cortisol reactivity, self-reported stress, and nonverbal cues to deception of the liars and truth tellers in the mock-crime scenario are available from the authors. The people depicted in these videos have provided consent for the use of their videos in future (institutional-review-board-approved) research, but they have not provided consent for their videos to be distributed publically. These materials are freely available for use; please contact the corresponding authors directly for access.",1104,Email authors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,14,2
5-5-2015,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Available,The stimuli used in the main think/no-think task reported in this article are available at https://osf.io/t9j8e/?view_only=f171 281f212f4435917b16a9e581a73b. The complete Open Practices Disclosure for this article can be found at http://pss.sagepub .com/content/by/supplemental-data.,614,Public set of materials generated by the authors,https://osf.io/t9j8e/?view_only=f171,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,"No, not all of the materials are available",No,Yes,NA,"Yes, and it is freely accessible",http://pss.sagepub .com/content/by/supplemental-data,0,12
5-6-2014,1,Cognition,NA,NA,Humans,NA,All other ages,Both,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
5-7-2014,2,Cognitive Neuroscience,NA,NA,Humans,NA,All other ages,Brain,NA,NA,Yes,Other (please specify):,"Hierarchical Linear Modeling, Statistical Parametric Mapping software, Java ME,",No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,1,0
5-8-2014,1,Perception,NA,NA,Humans,NA,All other ages,Behaviour,Other (please specify):,Sensation and Intelligence (perception),No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
5-9-2014,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
6-1-2014,1,Health Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Fitness, weight, consumption, hormone levels, chemical uptake, sleeping patterns",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, and it is freely accessible",http://pss.sagepub.com/content/25/1/58/suppl/DC1,0,0
6-1-2015,3,Cognitive Neuroscience,NA,NA,Humans,NA,All other ages,Brain,NA,NA,No,NA,NA,Yes,Yes,Available,All data have been made publicly available via Open Science Framework and can be accessed at https://osf.io/29ytr/files/?view_only=d544d23261024c1099d7348de61ee990.,68,Public dataset generated by the authors,https://osf.io/29ytr/files/?view_only=d544d23261024c1099d7348de61ee990,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,No,Yes,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,14,0
6-10-2014,2,Behavioural Neuroscience,NA,NA,Animals,NA,NA,NA,NA,NA,Yes,Excel,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,1,0
6-11-2014,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
6-12-2014,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,Yes,Other (please specify):,Mplus,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,1,0
6-2-2014,2,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
6-2-2015,4,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,Other (please specify):,Social behaviour and decision making,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
6-3-2014,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,Yes,Available,"""TRAILS data from the first, second, and third measurement waves can be accessed at www.dans.knaw.nl.""",690,Public dataset generated by others,www.dans.knaw.nl,Independent archive / repository,DANS,Yes,No,Requires permission,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,7,0
6-3-2015,1,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,Yes,R,NA,Yes,Yes,Available,"All data have been made publicly available via Open Science Framework and can be accessed at osf.io/g2t36. The computer code for the analyses is also available via Open Science Framework, at osf.io/qt6kp.",323,Public dataset generated by the authors,osf.io/g2t36,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,No,Yes,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",NA,20,0
6-4-2014,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
6-4-2015,2,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,Yes,Yes,Available,All data and materials have been made publicly available via Harvard Dataverse Network and can be accessed at http:// thedata.harvard.edu/dvn/dv/kenswan.,421,Public dataset generated by the authors,http://thedata.harvard.edu/dvn/dv/kenswan,Independent archive / repository,Dataverse,Yes,Yes,Yes,Unclear,Unclear whether or not all of the data are available,No,No,Unclear,NA,Yes,Yes,Available,All data and materials have been made publicly available via Harvard Dataverse Network and can be accessed at http:// thedata.harvard.edu/dvn/dv/kenswan.,421,Public set of materials generated by the authors,http://thedata.harvard.edu/dvn/dv/kenswan,Independent archive / repository,Dataverse,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,Yes,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,10,14
6-5-2014,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,Yes,Available,"We are in the middle of a 4-year forecasting tournament with thousands of forecasters and hundreds of thousands of forecasts. We have multiple ongoing projects, and if the data are made publicly available now, other team members may have their projects jeopardized. We feel that, in this case, it is fair to make the data publicly available after data collection is completed and team members have had the opportunity to publish their results first. Then, we will make the data publicly available. If someone wants to analyze data from our study before that time, we will work with him or her to share as much as possible and make sure that existing projects are not compromised.",1114,Email authors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Available,"(See Supplemental Method in the Supplemental Material available online for the instructions and training materials.)Eighty-five and 114 questions closed and were included in the Brier scores in Years 1 and 2, respectively (see Supplemental Method for a list of the questions).","1108, 1109",PS Supplemental Materials,http://pss.sagepub.com/content/by/supplemental-data,PS Supplemental Materials,PS Sagepub Supplemental Materials,Yes,Requires permission,Requires permission,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,2,8
6-5-2015,2,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,Other (please specify):,Social Behaviour (stereotyping) and decision making,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
6-6-2014,1,Perception,NA,NA,Humans,NA,All other ages,Behaviour,Sensation,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
6-7-2014,5 or more,Perception,NA,NA,Humans,NA,All other ages,Behaviour,Sensation,NA,No,NA,NA,Yes,Yes,Available,"All data and materials have been made publicly available viathe Open Science Framework and can be accessed at https://osf.io/7rajd/. The complete Open Practices Disclosure for thisarticle can be found at http://pss.sagepub.com/content/by/supplemental-data. This article has received badges for OpenData and Open Materials. More information about the OpenPractices badges can be found at https://osf.io/tvyxz/wiki/view/ and http://pss.sagepub.com/content/25/1/3.full.",1352,Public dataset generated by the authors,https://osf.io/7rajd,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",No,No,Yes,No,Yes,Yes,Available,"All data and materials have been made publicly available viathe Open Science Framework and can be accessed at https://osf.io/7rajd/. The complete Open Practices Disclosure for thisarticle can be found at http://pss.sagepub.com/content/by/supplemental-data. This article has received badges for OpenData and Open Materials. More information about the OpenPractices badges can be found at https://osf.io/tvyxz/wiki/view/ and http://pss.sagepub.com/content/25/1/3.full.",1352,Public set of materials generated by the authors,https://osf.io/7rajd,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,Yes,No,"Yes, but it is not freely accessible",http://pss .sagepub.com/content/by/supplemental-data,14,14
6-8-2014,2,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
6-9-2014,2,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
7-1-2014,4,Cognitive Neuroscience,NA,NA,Humans,NA,All other ages,Brain,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
7-1-2015,3,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Available,"Instructions and the list of behaviors are provided in the Supplemental Material.The instructions for the incentivized and nonincentivized participants are provided in the Supplemental Material.The instructions for rating what women want (provided in the Supplemental Material)","71, 74, 75",PS Supplemental Materials,http://pss.sagepub.com/content/by/supplemental-data,PS Supplemental Materials,PS Sagepub Supplemental Materials,Yes,Requires permission,Requires permission,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,8
7-10-2014,3,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
7-11-2014,2,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
7-12-2014,1,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,Yes,R,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,1,0
7-2-2014,3,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
7-2-2015,3,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
7-3-2014,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
7-3-2015,5 or more,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,Yes,Yes,Available,"All data and materials have been made publicly available viathe Open Science Framework and can be accessed at https://osf.io/4m2bq.",333,Public dataset generated by the authors,https://osf.io/4m2bq,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,"Yes, all of the data appear to be available",Yes,No,Yes,NA,Yes,Yes,Available,All data and materials have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/4m2bq.,333,Public set of materials generated by the authors,https://osf.io/4m2bq,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,"Yes, all of the materials appear to be available",No,Unclear,NA,No,NA,19,14
7-4-2014,2,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,0
7-4-2015,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,Yes,SPSS,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,1,0
7-5-2014,2,Social Psychology,NA,NA,Humans,NA,All other ages,Both,"Emotion, personality, social behaviour",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
7-5-2015,3,Perception,NA,NA,Humans,NA,All other ages,Behaviour,Sensation,NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
7-6-2014,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
7-7-2014,1,Social Psychology,NA,NA,Humans,NA,All other ages,Behaviour,"Emotion, personality, social behaviour",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
7-8-2014,4,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Available,All materials have been made publicly available via Open Science Framework and can be accessed at osf.io/dy3pm.,1569,Public set of materials generated by the authors,osf.io/dy3pm,Independent archive / repository,OSF,Yes,Yes,Yes,Yes,"Yes, but only some of the materials are available",No,Yes,Link to the PANAS provided no longer works,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,0,13
7-9-2014,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,Yes,SAS,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,1,0
8-1-2014,1,Cognition,NA,NA,Humans,NA,All other ages,Behaviour,"Intelligence, memory, decision making, reasoning, language, problem solving, creative thinking",NA,No,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,0,0
8-1-2015,1,Developmental Psychology,NA,NA,Humans,NA,0-18 years or 65 years+,NA,NA,NA,Yes,Other (please specify):,R and Stata,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, but it is not freely accessible",http://pss.sagepub.com/content/by/supplemental-data,1,0
